date_created,name,therapy,group_,type,acq_mrp_revenue,rep_mrp_revenue,acq_item_discount,rep_item_discount,acq_listing_discount_uc,rep_listing_discount_uc,acq_gross_revenue,rep_gross_revenue,acq_net_revenue,rep_net_revenue,acq_quantity,rep_quantity,acq_cogs,rep_cogs,acq_logs,rep_logs,hct_acq_final_spend,hct_repeat_final_spend,doc_new_spend,doc_rep_spend,acq_influencer_spend,repeat_influencer_spend,acq_content_marketing_spend,repeat_content_marketing_spend,FB_Acq_Spend,FB_Repeat_Spend,Aff_New_Spend,Aff_Repeat_Spend,Partnership_New_spend,Partnership_Repeat_spend,acq_non_working_spend,repeat_non_working_spend,google_acq_spend,google_repeat_spend,crm_new_spend,crm_repeat_spend
7/15/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,812458,317788,29943.81,11730.52,260567.46,106414.37,462203.07,165014.11,348620.1767,121610.6862,438,164,87416.04,32731.12,16058.11803,5178.036312,16582.96402,11904.76652,1530.452958,259.1257546,0,0,0,0,193636.8,48409.2,17522.09171,4806.561365,14474.2355,3201.9048,7952,1988,38661.52,9665.38,0,1446.876813
7/15/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,304031,221277,18037,14885,64343,54066,204361,143713,151321.51,113518.05,140,109,35435.4,27588.99,4613.111462,2784.105282,6662.087701,6124.0523,343.7716898,929.1938266,0,0,0,0,69626.4,17406.6,9313.390293,3137.222957,3829.137,1181.61305,14145.6,3536.4,24823.36,6205.84,1569.882523,0
7/15/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,102851,18891,4165,648,33150,6863,56453,10530,42424.76,8839.05,39,8,10733.97,2201.84,1745.352,313.8668,0,0,589.7909705,0,0,0,0,0,0,0,1996.525936,207.5743673,1644.4855,0,0,0,0,0,0,0
7/15/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,18377,2397,429,39,0,0,17948,2358,11005.71,2245.71,15,3,1802.55,360.51,1016,112.56,0,0,218.1680476,0,0,0,0,0,0,0,804.2412732,139.7235892,0,0,0,0,0,0,0,0
7/15/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,7191,5593,430,372,640,861,5969,4073,4751.77,3179.45,8,6,1134.8,851.1,186.7666667,199.9833333,0,0,196.3239335,0,0,0,0,0,0,0,465.6869623,0,0,0,0,0,0,0,0,442.5444727
7/15/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,11186,17578,487,1184,3565,5751,6133,9989,4229.47,8075.92,11,20,1794.21,3262.2,230.8316667,433.9136667,0,0,0,227.451792,0,0,0,0,0,0,419.8702593,268.7798867,611.24045,0,0,0,0,0,0,0
7/15/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,8996,4498,461,0,0,1040,7680,3121,3421.19,1024.58,2,1,1191,595.5,575.688,381.1686154,0,0,0,0,0,0,0,0,0,0,371.6052473,0,0,0,0,0,0,0,0,0
7/15/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,3995,5593,269,209,1470,1761,2256,3524,2014.29,3234.84,5,7,572,800.8,83.15466667,136.0233333,0,0,0,141.1675715,0,0,0,0,0,0,147.7677432,254.7900537,0,0,0,0,0,0,0,1485.97502
7/15/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,5000,10500,261.09,1036.3,691.29,1328.14,3483.28,8135.56,1828.23,7263.860002,6,21,461.88,1616.58,709.38,1325.601097,0,0,0,330.6652159,0,0,0,0,0,0,114.0329925,558.0199482,235.11435,301.6756,0,0,0,0,0,0
7/15/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,2249,6747,161,219,560,2358,1528,4170,1294.92,3533.900001,1,3,591.5,1774.5,77.25,279.3793846,0,0,0,0,0,0,0,0,0,0,267.2060745,0,0,0,0,0,0,0,0,0
7/15/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,2396,599,88,44,1577,419,632,136,696.21,129.52,4,1,360.24,90.06,132.57,26.228,0,0,0,0,0,0,0,0,0,0,83.58934025,0,0,120.8266,0,0,0,0,0,0
7/15/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,1798,1798,0,143,135,270,1528,1385,682.14,1236.6,1,2,228,456,133.8,55.1,0,0,0,0,0,0,0,0,0,0,267.2060745,242.199204,0,0,0,0,0,0,0,0
7/15/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,999,0,0,0,350,0,649,0,579.46,0,1,0,404.25,0,31.368,0,0,0,0,0,0,0,0,0,0,0,113.4926523,0,0,0,0,0,0,0,0,0
7/15/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,650,1950,98,231.7,62,224.86,391,1306.44,437.5,753.07,1,2,123.65,247.3,61,51.268,0,0,0,0,0,0,0,0,0,0,0,80.96620253,347.37645,392.1889,0,0,0,0,0,0
7/15/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,863424,389740,30096.82,16176.79,253039.44,133145.44,497041.57,199298.86,349933.47,141884.72,434,199,86617.72,39716.42,17580.64166,5257.365093,18875.98519,13783.32445,3401.374385,0,0,0,0,0,180967.44,45241.86,20739.76805,4219.551714,13061.7958,4219.69165,7952,1988,42252.48,10563.12,2279.189037,4237.521346
7/16/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,291438,172704,14906,9995,60470,38362,197400,116044,138300.21,88536.73571,128,82,32398.08,20755.02,4258.16,2591.978024,7140.601045,4595.964846,1582.15746,3056.020317,0,0,0,0,74002.16,18500.54,8972.642114,5007.121331,3737.95045,2805.01425,14145.6,3536.4,25571.04,6392.76,0,0
7/16/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,123841,29386,5014,1345,38250,10200,68458,15875,48753.33,12993.36,45,12,12385.35,3302.76,2309.024833,453.0731429,0,0,0,0,0,0,0,0,0,0,3050.927995,822.7221649,621.95745,0,0,0,0,0,1208.437316,1247.776083
7/16/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,19975,6392,657,349,0,0,19118,6043,12310.52,4233.32,17,6,2042.89,721.02,1123.4,322.96,0,0,0,0,0,0,0,0,0,0,911.5075809,113.9813405,0,0,0,0,0,0,0,0
7/16/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,25568,12784,1269,1047,7996,4241,14188,7092,10275.87,5979.458571,26,15,4240.86,2446.65,608.7733333,270.1520306,0,0,1660.07672,550.0572476,0,0,0,0,0,0,273.0409299,152.5464296,264.7801,0,0,0,0,0,0,447.4783159
7/16/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,11245,8996,788,883,2469,2698,7175,5415,4863.564068,4588.984068,4,4,2366,2366,363.875,148.2857143,0,0,0,0,0,0,0,0,0,0,0,469.2944273,0,0,0,0,0,0,0,0
7/16/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,7191,11985,661.79,774.69,918.54,1679.36,5098.67,8393.82,3582.76,5656.23,7,11,992.95,1560.35,178.03,253.5391373,0,0,0,0,0,0,0,0,0,0,0,0,1015.67995,0,0,0,0,0,0,0
7/16/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,3500,7500,313.76,932.66,462.32,336.45,2723.92,6032.89,2432.05,5563.315714,7,15,538.86,1154.7,340.6977273,787.4421429,0,0,575.8102144,622.033521,0,0,0,0,0,0,137.634562,232.1207703,0,173.5068,0,0,0,0,0,0
7/16/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,3995,8789,239,754.43,1510,2751.04,2246,5184.53,2005.38,4717.45,5,11,572,1258.4,74.34933333,143.962,0,0,0,0,0,0,0,0,0,0,0,0,321.3217,354.7571,0,0,0,0,0,0
7/16/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,4193,599,44,13,2118,320,1169,167,1363.83,253.34,6,1,540.36,90.06,222.42,32.64,0,0,0,0,0,0,0,0,0,0,115.8666896,28.62387714,91.7077,0,0,0,0,0,0,0
7/16/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,1798,3596,24,530,536,674,1139,2392,1105.35,2135.71,2,4,456,912,85.48,24.5,0,0,0,0,0,0,0,0,0,0,130.9499797,0,0,0,0,0,0,0,0,808.9031129
7/16/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,999,2997,31,186,350,1170,618,1542,551.79,1465.18,1,3,404.25,1212.75,11.66666667,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143.282512
7/16/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,0,3900,0,589.39,0,838.87,0,2372.74,0,2206.9,0,6,0,741.9,0,98.51361345,0,0,0,0,0,0,0,0,0,0,0,305.5624812,0,127.56335,0,0,0,0,0,0
7/16/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,948867,379247,36451.96,17437.96,280233.29,130674.02,539614.37,200177.02,379369.9386,153030.5986,477,206,95199.66,41113.48,19474.18267,5821.303691,17380.67791,10673.43867,1061.304217,616.9728784,0,0,0,0,173372.72,43343.18,25049.21,7499.202469,12978.1606,1089.40775,7952,1988,45959.52,11489.88,1957.455397,2992.590167
7/17/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,411971,260855,25950,16797,83599,62567,282191,174037,212194.8814,139558.2471,193,131,48850.23,33157.41,6992.382504,3734.385071,5136.884116,6711.267296,4170.363573,0,0,0,0,0,73579.04,18394.76,13266.91964,6644.54231,7844.53305,1130.41,14145.6,3536.4,21191.92,5297.98,2118.495495,3201.85619
7/17/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,121742,31485,5024,2035,40800,10421,67131,16379,52312.39,12125.71,48,12,13211.04,3302.76,1951.536,341.8133333,0,0,314.7872295,0,0,0,0,0,0,0,3517.067003,781.5703885,0,462.4146,0,0,0,0,0,0
7/17/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,15980,1598,448,80,0,0,15532,1518,8704.73,1445.71,12,2,1442.04,240.34,779.076,82.6,0,0,0,0,0,0,0,0,0,0,382.4307084,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,15980,15980,1427,762,5646,5025,8476,9202,7239.270002,6960.720002,19,17,3099.09,2772.87,268.9394444,329.2363333,0,0,401.7380606,124.5035097,0,0,0,0,0,0,457.1096004,152.0857249,232.9157,0,0,0,0,0,195.9177778,0
7/17/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,7990,6392,329.27,543,2160.01,2220,4742.72,3629,3484.59,3240.17,8,8,915.2,915.2,185.7949603,124.8333333,0,0,0,0,0,0,0,0,0,0,0,226.9350256,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,6000,11500,905.65,1433.04,532.97,860.98,4338.25,8858.98,3179.86,7773.2,10,22,769.8,1693.56,631.434,1431.463238,0,0,317.8116,305.2100195,0,0,0,0,0,0,267.0894012,453.4131215,618.30295,0,0,0,0,0,0,0
7/17/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,3995,4794,358,584.37,560,660.37,3077,3450.26,2747.32,3169,5,6,709.25,851.1,86.11944444,109.6307692,0,0,0,133.0725779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,4495,2697,416,278,495,405,3240,2014,2397.35,1798.2,4,3,912,684,46.84,41.92,0,0,471.802791,192.5519839,0,0,0,0,0,0,228.8105407,0,0,0,0,0,0,0,0,312.6072567
7/17/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,3900,1300,446,73,1072,223,2318.13,905,1546.44,896.43,5,2,618.25,247.3,83.078,90.356,0,0,0,0,0,0,0,0,0,0,99.93493574,83.37432275,494.30525,0,0,0,0,0,0,0
7/17/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,2249,6747,437,1048,0,0,1812,5699,1535.6,4829.66,1,3,595.5,1786.5,70,286.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,2249,0,84,0,560,0,1605,0,1360.17,0,1,0,591.5,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,1998,0,0,0,350,0,1298,0,579.46,0,1,0,404.25,0,44.05,0,0,0,0,0,0,0,0,0,0,0,221.308608,0,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,1797,4193,88,183,1158,2834,452,1077,524.77,1120.010002,3,7,270.18,630.42,90.456,161.64,0,0,0,0,0,0,0,0,0,0,30.68987533,183.6281534,0,0,0,0,0,0,0,0
7/17/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,926382,335776,32126.09063,13241.61509,272381.802,118014.6076,533107.22,173800.08,377801.2795,130444.7932,482.0525976,181.8385312,96208.05743,36291.33405,19054.48964,5044.72908,18937.03499,13777.08813,2686.622309,761.65244,0,0,0,0,165302.8,41325.7,24782.06938,3283.606262,12439.65375,823.345,7952,1988,44469.92,11117.48,2476.100464,0
7/18/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,527107,278845,25930.28665,18672.48302,103766.8605,68662.22226,371641,181879,273412.6461,144468.0311,241.3865553,137.4945768,61097.35102,34801.25232,9714.98781,4036.184623,9693.170258,6284.705345,2226.949848,301.0050417,0,0,0,0,79086.08,19771.52,18526.15916,5374.533752,8390.90505,1956.7449,14145.6,3536.4,21454.88,5363.72,2873.541489,2270.969584
7/18/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,119643,27287,4470.378296,976.7642962,40686.28925,9278.331604,65993,15140,52600.61661,12009.92163,47.87654122,11.274376,13177.06044,3103.046505,2182.373143,441.806,0,0,0,0,0,0,0,0,0,0,3424.195971,213.382267,713.057,0,0,0,0,0,0,0
7/18/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,23970,3196,660.4244355,131.6721708,0,0,23205,3042,14648.4267,2410.829827,20.06434374,3.480457476,2411.132187,418.2465749,1247.28,111.2,0,0,0,0,0,0,0,0,0,0,1431.147476,253.3594548,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,14382,17578,397.6820728,1095.225827,3348.582708,4865.140442,8709,9923,4714.802711,6830.942882,10.7187506,16.91506782,1748.33541,2759.016712,331.5878182,385.8424762,0,0,971.0154515,304.6609815,0,0,0,0,0,0,0,84.73788002,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,7191,9588,431.3832124,738.4160456,1102.6969,1200.753345,5310.76,7220,3609.945949,5258.574465,7.143112592,9.674538203,1013.250521,1372.333244,87.08333333,166.7186667,0,0,0,131.6135306,0,0,0,0,0,0,222.2660617,341.514076,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,3000,11500,130.378701,1136.919725,549.4828505,882.5012493,2148.2,9042.14,1526.310692,7341.725123,4.317083448,20.29193522,332.3290838,1562.073173,481.17,1360.772381,0,0,101.1474297,99.1976098,0,0,0,0,0,0,0,474.9284728,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,4794,10387,83.40377887,497.3014893,694.8591685,3138.83628,3088,6251,1040.957249,5123.771999,2.434518558,11.51507793,278.508923,1317.324915,49.24,267.2731429,0,0,388.9789306,126.0077709,0,0,0,0,0,0,152.3914965,272.3229482,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,2995,1797,100.9317073,56,1886.003104,1158,786,484,814.6003935,555.24,4.65526438,3,419.2531101,270.18,185.9165714,46.66666667,0,0,0,0,0,0,0,0,0,0,86.1046434,0,195.60515,0,0,0,0,0,0,0
7/18/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,1998,2997,77.60465116,100.6270928,488.2582457,955.238211,1114,1639,770.2244384,1172.377537,1.403650906,2.057749638,567.4258788,831.8452912,40.1,16.58666667,0,0,0,0,0,0,0,0,0,0,90.03396267,0,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,2249,6747,92.11477462,758,365.5583849,1318.593644,1510,4309,744.6020627,2889.616824,0.487673857,1.9678488,288.4590864,1163.982565,83.64,181.4,0,0,368.0304582,0,0,0,0,0,0,0,0,502.9602266,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,899,5394,32.92631579,473.2931468,107.9240467,1124.770221,726,3515,518.63351,2908.501135,0.720744718,4.74926925,164.3297957,1082.833389,39,88.752,0,0,168.1728462,0,0,0,0,0,0,0,124.0316303,223.120247,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,0,650,0,81.73429954,0,61.10313304,0,500.78,0,417.3393542,0,0.950040683,0,117.4725305,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,0,8996,0,733.0121857,0,1164.896601,0,6804,0,4971.342621,0,3.447103996,0,2052.75043,0,291.1265882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2023,KAPIVA VEGAN PROTEIN - COOKIES and CREAM 1 KG_2249,Mens Health,HPC,Ingestibles,0,6747,0,910,0,1349,0,4488,0,3353.20393,0,2.656926174,0,1584.856463,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,884410,331279,34101.44808,14215.91673,264259.9419,116820.7125,498366.73,171258.43,352021.6744,130714.5734,458.7921561,181.8385312,91565.73852,36291.33405,16576.26038,4836.449,14775.64727,12536.11985,1801.755765,754.241002,0,0,0,0,161484.4,40371.1,20956.31735,4139.659262,11907.97565,1699.27055,7952,1988,42174.48,10543.62,5356.902625,2281.807143
7/19/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,530705,251860,23130.85219,16318.51472,108900.1019,60051.57721,373421,166152,275254.8703,131126.3405,243.9097597,123.2094259,61735.99929,31185.5378,9281.922436,3646.659407,7306.274524,4839.559304,1558.255742,1903.038562,0,0,0,0,80399.52,20099.88,17252.61346,5199.300188,2400.07835,1418.94745,14145.6,3536.4,21969.84,5492.46,5350.03856,2461.253093
7/19/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,121742,41980,5343.635791,1880.516129,41412.83013,14274.35631,66579,22868,52843.88559,18140.24114,48.73147945,17.34519384,13412.36509,4773.917701,2036.453333,792.4,0,0,0,0,0,0,0,0,0,0,1386.89528,420.4957884,1291.59635,622.4379,0,0,0,0,1094.326082,0
7/19/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,18377,0,563.7348449,0,0,0,17724,0,10638.73166,0,14.71385208,0,1768.163604,0,985.6,0,0,0,0,0,0,0,0,0,0,0,377.4024505,0,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,20774,14382,1040.98381,864.0302362,5866.679323,4067.338159,11743.84,8123,7840.522264,6011.022935,18.5791677,14.49862956,3030.448043,2364.871468,450.2014,471.0806667,0,0,672.5424722,474.616282,0,0,0,0,0,0,238.1911198,147.7963649,265.252,0,0,0,0,0,0,0
7/19/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,9588,6392,648.6207628,594.7940475,2327.002558,1545.522949,5961.38,3617,4306.395181,3238.053281,9.738074232,7.0862018,1114.035692,810.6614859,212.0792698,233.5166667,0,0,0,214.9493586,0,0,0,0,0,0,342.7276328,235.1611564,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,7990,5593,350.7328718,402.2331049,1725.391781,514.3034823,5505,4459.33,3759.431982,3631.857871,8.036001666,6.156524311,1139.906836,873.3029735,202.2,175.5366667,0,0,168.199141,0,0,0,0,0,0,0,296.2659894,442.5473135,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,5500,9000,644.4282226,1001.689379,525.0975399,442.563605,4005.56,7304.1,2916.345777,5882.124178,7.914652988,15.88064495,609.269987,1222.492049,740.0238095,1383.102,0,0,654.9171277,614.3587784,0,0,0,0,0,0,282.4492286,192.8943654,199.42125,0,0,0,0,0,0,0
7/19/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,8996,2249,474.4682805,337,1904.820298,439.5312148,5156,1352,2542.490834,906.6482383,1.950695428,0.6559496,1153.836346,387.9941884,348,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,3250,650,160,105.0048734,1043.583922,61.10313304,2018,476.48,1497.85865,397.0940272,4.31954698,0.950040683,534.1119841,117.4725305,89.375,24.75,0,0,0,0,0,0,0,0,0,0,339.695898,0,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,2697,3596,266.0099723,250.4050951,323.77214,480.5189234,1985,2783,1418.035116,2239.718665,2.162234154,3.1661795,492.9893871,721.888926,51.6,138.1,0,0,0,0,0,0,0,0,0,0,0,349.2908805,428.7738,0,0,0,0,0,0,0
7/19/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,2396,2995,59.3195122,187,1561.650256,1677,653,1032,622.4658063,1077.14,3.724211504,5,335.4024881,450.3,73.125,98.28571429,0,0,0,0,0,0,0,0,0,0,109.9214089,68.17482636,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,0,2249,0,345.2026545,0,0,0,1852,0,1353.154267,0,0.861775999,0,513.1876074,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,1100266,451199,31962.5362,17895.26074,326965.7463,156349.6519,636234.08,234280.92,450824.658,176578.9521,572.6881109,243.8289395,114297.0932,48663.37975,12062.92767,4151.271326,11954.06267,18754.76456,1415.343363,223.1522734,0,0,0,0,184771.2,46192.8,21227.73794,6051.021658,8439.40205,2809.69035,7952,1988,43671.84,10917.96,3279.335398,2143.517943
7/20/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,608062,375991,28519.74119,21521.73289,125113.6739,89622.01253,426501,251756,315714.4332,198221.7159,280.9167578,183.921317,71102.84056,46552.32454,5576.711056,3131.846194,4685.931764,9233.504106,1887.589382,0,0,0,0,0,102348.32,25587.08,16449.19892,7625.298593,8410.5713,2888.4143,14145.6,3536.4,21390.88,5347.72,2206.140141,2888.664752
7/20/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,123841,54574,5140.05994,3395.969941,42865.91189,18556.66321,68111,28660,55041.08728,22734.76361,50.44135592,22.54875199,13882.97439,6206.093011,1027.49,464.6066667,0,0,274.1983628,306.5554424,0,0,0,0,0,0,4247.436173,1207.055789,532.3011,915.10945,0,0,0,0,641.1594685,0
7/20/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,15181,7990,661.1633482,339.1047308,4096.004643,1630.543287,9795.87,5767,7615.01323,4594.870026,16.96489241,8.79503473,2406.469988,1247.575676,251.5686667,122.5888889,0,0,0,0,0,0,0,0,0,0,164.6830595,681.5578318,0,0,0,0,0,0,0,0
7/20/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,11186,7191,135.5380868,152.2096093,0,0,11029,7012.98,6430.38074,5557.866614,8.694548954,7.831029321,1044.823948,941.0547935,344.88,60.15,0,0,0,0,0,0,0,0,0,0,405.2826614,263.5943247,0,0,0,0,0,0,0,0
